"","period","mean","converge","signal","type","good"
"1773",8,0,1,4,"RF_partial","Incorrect consensus"
"1774",9,0,1,4,"RF_partial","Incorrect consensus"
"1775",10,0,1,4,"RF_partial","Incorrect consensus"
"1776",11,0,1,4,"RF_partial","Incorrect consensus"
"1777",12,0,1,4,"RF_partial","Incorrect consensus"
"1778",1,0.7,NA,5,"RF_partial","Correct consensus"
"1779",2,0.9,0,5,"RF_partial","Correct consensus"
"1780",3,1,0,5,"RF_partial","Correct consensus"
"1781",4,1,1,5,"RF_partial","Correct consensus"
"1782",5,1,1,5,"RF_partial","Correct consensus"
"1783",6,1,1,5,"RF_partial","Correct consensus"
"1784",7,1,1,5,"RF_partial","Correct consensus"
"1785",8,1,1,5,"RF_partial","Correct consensus"
"1786",9,1,1,5,"RF_partial","Correct consensus"
"1787",10,1,1,5,"RF_partial","Correct consensus"
"1788",11,1,1,5,"RF_partial","Correct consensus"
"1789",12,1,1,5,"RF_partial","Correct consensus"
"1790",1,0.6,NA,6,"RF_partial","Correct consensus"
"1791",2,0.8,0,6,"RF_partial","Correct consensus"
"1792",3,0.9,0,6,"RF_partial","Correct consensus"
"1793",4,1,0,6,"RF_partial","Correct consensus"
"1794",5,1,1,6,"RF_partial","Correct consensus"
"1795",6,1,1,6,"RF_partial","Correct consensus"
"1796",7,1,1,6,"RF_partial","Correct consensus"
"1797",8,1,1,6,"RF_partial","Correct consensus"
"1798",9,1,1,6,"RF_partial","Correct consensus"
"1799",10,1,1,6,"RF_partial","Correct consensus"
"1800",11,1,1,6,"RF_partial","Correct consensus"
"1801",12,1,1,6,"RF_partial","Correct consensus"
"1802",1,0.75,NA,7,"RF_partial","Incorrect consensus"
"1803",2,0.6,0,7,"RF_partial","Incorrect consensus"
"1804",3,0,0,7,"RF_partial","Incorrect consensus"
"1805",4,0,1,7,"RF_partial","Incorrect consensus"
"1806",5,0,1,7,"RF_partial","Incorrect consensus"
"1807",6,0,1,7,"RF_partial","Incorrect consensus"
"1808",7,0,1,7,"RF_partial","Incorrect consensus"
"1809",8,0,1,7,"RF_partial","Incorrect consensus"
"1810",9,0,1,7,"RF_partial","Incorrect consensus"
"1811",10,0,1,7,"RF_partial","Incorrect consensus"
"1812",11,0,1,7,"RF_partial","Incorrect consensus"
"1813",12,0,1,7,"RF_partial","Incorrect consensus"
"1814",1,0.65,NA,8,"RF_partial","Correct consensus"
"1815",2,1,0,8,"RF_partial","Correct consensus"
"1816",3,1,1,8,"RF_partial","Correct consensus"
"1817",4,1,1,8,"RF_partial","Correct consensus"
"1818",5,1,1,8,"RF_partial","Correct consensus"
"1819",6,1,1,8,"RF_partial","Correct consensus"
"1820",7,1,1,8,"RF_partial","Correct consensus"
"1821",8,1,1,8,"RF_partial","Correct consensus"
"1822",9,1,1,8,"RF_partial","Correct consensus"
"1823",10,1,1,8,"RF_partial","Correct consensus"
"1824",11,1,1,8,"RF_partial","Correct consensus"
"1825",12,1,1,8,"RF_partial","Correct consensus"
"1826",1,0.8,NA,9,"RF_partial","Correct consensus"
"1827",2,1,0,9,"RF_partial","Correct consensus"
"1828",3,1,1,9,"RF_partial","Correct consensus"
"1829",4,1,1,9,"RF_partial","Correct consensus"
"1830",5,1,1,9,"RF_partial","Correct consensus"
"1831",6,1,1,9,"RF_partial","Correct consensus"
"1832",7,1,1,9,"RF_partial","Correct consensus"
"1833",8,1,1,9,"RF_partial","Correct consensus"
"1834",9,1,1,9,"RF_partial","Correct consensus"
"1835",10,1,1,9,"RF_partial","Correct consensus"
"1836",11,1,1,9,"RF_partial","Correct consensus"
"1837",12,1,1,9,"RF_partial","Correct consensus"
"1838",1,0.7,NA,10,"RF_partial","Correct consensus"
"1839",2,1,0,10,"RF_partial","Correct consensus"
"1840",3,1,1,10,"RF_partial","Correct consensus"
"1841",4,1,1,10,"RF_partial","Correct consensus"
"1842",5,1,1,10,"RF_partial","Correct consensus"
"1843",6,1,1,10,"RF_partial","Correct consensus"
"1844",7,1,1,10,"RF_partial","Correct consensus"
"1845",8,1,1,10,"RF_partial","Correct consensus"
"1846",9,1,1,10,"RF_partial","Correct consensus"
"1847",10,1,1,10,"RF_partial","Correct consensus"
"1848",11,1,1,10,"RF_partial","Correct consensus"
"1849",12,1,1,10,"RF_partial","Correct consensus"
"1850",1,0.8,NA,11,"RF_partial","Correct consensus"
"1851",2,1,0,11,"RF_partial","Correct consensus"
"1852",3,1,1,11,"RF_partial","Correct consensus"
"1853",4,1,1,11,"RF_partial","Correct consensus"
"1854",5,1,1,11,"RF_partial","Correct consensus"
"1855",6,1,1,11,"RF_partial","Correct consensus"
"1856",7,1,1,11,"RF_partial","Correct consensus"
"1857",8,1,1,11,"RF_partial","Correct consensus"
"1858",9,1,1,11,"RF_partial","Correct consensus"
"1859",10,1,1,11,"RF_partial","Correct consensus"
"1860",11,1,1,11,"RF_partial","Correct consensus"
"1861",12,1,1,11,"RF_partial","Correct consensus"
"1862",1,0.55,NA,12,"RF_partial","Correct consensus"
"1863",2,1,0,12,"RF_partial","Correct consensus"
"1864",3,1,1,12,"RF_partial","Correct consensus"
"1865",4,1,1,12,"RF_partial","Correct consensus"
"1866",5,1,1,12,"RF_partial","Correct consensus"
"1867",6,1,1,12,"RF_partial","Correct consensus"
"1868",7,1,1,12,"RF_partial","Correct consensus"
"1869",8,1,1,12,"RF_partial","Correct consensus"
"1870",9,1,1,12,"RF_partial","Correct consensus"
"1871",10,1,1,12,"RF_partial","Correct consensus"
"1872",11,1,1,12,"RF_partial","Correct consensus"
"1873",12,1,1,12,"RF_partial","Correct consensus"
"1874",1,0.55,NA,13,"RF_partial","Correct consensus"
"1875",2,0.6,0,13,"RF_partial","Correct consensus"
"1876",3,0.9,0,13,"RF_partial","Correct consensus"
"1877",4,1,0,13,"RF_partial","Correct consensus"
"1878",5,1,1,13,"RF_partial","Correct consensus"
"1879",6,1,1,13,"RF_partial","Correct consensus"
"1880",7,1,1,13,"RF_partial","Correct consensus"
"1881",8,1,1,13,"RF_partial","Correct consensus"
"1882",9,1,1,13,"RF_partial","Correct consensus"
"1883",10,1,1,13,"RF_partial","Correct consensus"
"1884",11,1,1,13,"RF_partial","Correct consensus"
"1885",12,1,1,13,"RF_partial","Correct consensus"
"1886",1,0.75,NA,14,"RF_partial","Correct consensus"
"1887",2,1,0,14,"RF_partial","Correct consensus"
"1888",3,1,1,14,"RF_partial","Correct consensus"
"1889",4,1,1,14,"RF_partial","Correct consensus"
"1890",5,1,1,14,"RF_partial","Correct consensus"
"1891",6,1,1,14,"RF_partial","Correct consensus"
"1892",7,1,1,14,"RF_partial","Correct consensus"
"1893",8,1,1,14,"RF_partial","Correct consensus"
"1894",9,1,1,14,"RF_partial","Correct consensus"
"1895",10,1,1,14,"RF_partial","Correct consensus"
"1896",11,1,1,14,"RF_partial","Correct consensus"
"1897",12,1,1,14,"RF_partial","Correct consensus"
"1898",1,0.55,NA,15,"RF_partial","Incorrect consensus"
"1899",2,0.3,0,15,"RF_partial","Incorrect consensus"
"1900",3,0,0,15,"RF_partial","Incorrect consensus"
"1901",4,0,1,15,"RF_partial","Incorrect consensus"
"1902",5,0,1,15,"RF_partial","Incorrect consensus"
"1903",6,0,1,15,"RF_partial","Incorrect consensus"
"1904",7,0,1,15,"RF_partial","Incorrect consensus"
"1905",8,0,1,15,"RF_partial","Incorrect consensus"
"1906",9,0,1,15,"RF_partial","Incorrect consensus"
"1907",10,0,1,15,"RF_partial","Incorrect consensus"
"1908",11,0,1,15,"RF_partial","Incorrect consensus"
"1909",12,0,1,15,"RF_partial","Incorrect consensus"
"1910",1,0.6,NA,16,"RF_partial","Correct consensus"
"1911",2,1,0,16,"RF_partial","Correct consensus"
"1912",3,1,1,16,"RF_partial","Correct consensus"
"1913",4,1,1,16,"RF_partial","Correct consensus"
"1914",5,1,1,16,"RF_partial","Correct consensus"
"1915",6,1,1,16,"RF_partial","Correct consensus"
"1916",7,1,1,16,"RF_partial","Correct consensus"
"1917",8,1,1,16,"RF_partial","Correct consensus"
"1918",9,1,1,16,"RF_partial","Correct consensus"
"1919",10,1,1,16,"RF_partial","Correct consensus"
"1920",11,1,1,16,"RF_partial","Correct consensus"
"1921",12,1,1,16,"RF_partial","Correct consensus"
"1922",1,0.55,NA,17,"RF_partial","Correct consensus"
"1923",2,1,0,17,"RF_partial","Correct consensus"
"1924",3,1,1,17,"RF_partial","Correct consensus"
"1925",4,1,1,17,"RF_partial","Correct consensus"
"1926",5,1,1,17,"RF_partial","Correct consensus"
"1927",6,1,1,17,"RF_partial","Correct consensus"
"1928",7,1,1,17,"RF_partial","Correct consensus"
"1929",8,1,1,17,"RF_partial","Correct consensus"
"1930",9,1,1,17,"RF_partial","Correct consensus"
"1931",10,1,1,17,"RF_partial","Correct consensus"
"1932",11,1,1,17,"RF_partial","Correct consensus"
"1933",12,1,1,17,"RF_partial","Correct consensus"
"1934",1,0.7,NA,18,"RF_partial","Correct consensus"
"1935",2,1,0,18,"RF_partial","Correct consensus"
"1936",3,1,1,18,"RF_partial","Correct consensus"
"1937",4,1,1,18,"RF_partial","Correct consensus"
"1938",5,1,1,18,"RF_partial","Correct consensus"
"1939",6,1,1,18,"RF_partial","Correct consensus"
"1940",7,1,1,18,"RF_partial","Correct consensus"
"1941",8,1,1,18,"RF_partial","Correct consensus"
"1942",9,1,1,18,"RF_partial","Correct consensus"
"1943",10,1,1,18,"RF_partial","Correct consensus"
"1944",11,1,1,18,"RF_partial","Correct consensus"
"1945",12,1,1,18,"RF_partial","Correct consensus"
"1946",1,0.65,NA,19,"RF_partial","Correct consensus"
"1947",2,0.9,0,19,"RF_partial","Correct consensus"
"1948",3,1,0,19,"RF_partial","Correct consensus"
"1949",4,1,1,19,"RF_partial","Correct consensus"
"1950",5,1,1,19,"RF_partial","Correct consensus"
"1951",6,1,1,19,"RF_partial","Correct consensus"
"1952",7,1,1,19,"RF_partial","Correct consensus"
"1953",8,1,1,19,"RF_partial","Correct consensus"
"1954",9,1,1,19,"RF_partial","Correct consensus"
"1955",10,1,1,19,"RF_partial","Correct consensus"
"1956",11,1,1,19,"RF_partial","Correct consensus"
"1957",12,1,1,19,"RF_partial","Correct consensus"
"1958",1,0.5,NA,20,"RF_partial","Incorrect consensus"
"1959",2,0.3,0,20,"RF_partial","Incorrect consensus"
"1960",3,0,0,20,"RF_partial","Incorrect consensus"
"1961",4,0,1,20,"RF_partial","Incorrect consensus"
"1962",5,0,1,20,"RF_partial","Incorrect consensus"
"1963",6,0,1,20,"RF_partial","Incorrect consensus"
"1964",7,0,1,20,"RF_partial","Incorrect consensus"
"1965",8,0,1,20,"RF_partial","Incorrect consensus"
"1966",9,0,1,20,"RF_partial","Incorrect consensus"
"1967",10,0,1,20,"RF_partial","Incorrect consensus"
"1968",11,0,1,20,"RF_partial","Incorrect consensus"
"1969",12,0,1,20,"RF_partial","Incorrect consensus"
"1970",1,0.8,NA,21,"RF_partial","Correct consensus"
"1971",2,1,0,21,"RF_partial","Correct consensus"
"1972",3,1,1,21,"RF_partial","Correct consensus"
"1973",4,1,1,21,"RF_partial","Correct consensus"
"1974",5,1,1,21,"RF_partial","Correct consensus"
"1975",6,1,1,21,"RF_partial","Correct consensus"
"1976",7,1,1,21,"RF_partial","Correct consensus"
"1977",8,1,1,21,"RF_partial","Correct consensus"
"1978",9,1,1,21,"RF_partial","Correct consensus"
"1979",10,1,1,21,"RF_partial","Correct consensus"
"1980",11,1,1,21,"RF_partial","Correct consensus"
"1981",12,1,1,21,"RF_partial","Correct consensus"
"1982",1,0.65,NA,22,"RF_partial","Correct consensus"
"1983",2,0.8,0,22,"RF_partial","Correct consensus"
"1984",3,1,0,22,"RF_partial","Correct consensus"
"1985",4,1,1,22,"RF_partial","Correct consensus"
"1986",5,1,1,22,"RF_partial","Correct consensus"
"1987",6,1,1,22,"RF_partial","Correct consensus"
"1988",7,1,1,22,"RF_partial","Correct consensus"
"1989",8,1,1,22,"RF_partial","Correct consensus"
"1990",9,1,1,22,"RF_partial","Correct consensus"
"1991",10,1,1,22,"RF_partial","Correct consensus"
"1992",11,1,1,22,"RF_partial","Correct consensus"
"1993",12,1,1,22,"RF_partial","Correct consensus"
"1994",1,0.7,NA,23,"RF_partial","Correct consensus"
"1995",2,1,0,23,"RF_partial","Correct consensus"
"1996",3,1,1,23,"RF_partial","Correct consensus"
"1997",4,1,1,23,"RF_partial","Correct consensus"
"1998",5,1,1,23,"RF_partial","Correct consensus"
"1999",6,1,1,23,"RF_partial","Correct consensus"
"2000",7,1,1,23,"RF_partial","Correct consensus"
"2001",8,1,1,23,"RF_partial","Correct consensus"
"2002",9,1,1,23,"RF_partial","Correct consensus"
"2003",10,1,1,23,"RF_partial","Correct consensus"
"2004",11,1,1,23,"RF_partial","Correct consensus"
"2005",12,1,1,23,"RF_partial","Correct consensus"
"2006",1,0.7,NA,24,"RF_partial","Incorrect consensus"
"2007",2,0.3,0,24,"RF_partial","Incorrect consensus"
"2008",3,0,0,24,"RF_partial","Incorrect consensus"
"2009",4,0,1,24,"RF_partial","Incorrect consensus"
"2010",5,0,1,24,"RF_partial","Incorrect consensus"
"2011",6,0,1,24,"RF_partial","Incorrect consensus"
"2012",7,0,1,24,"RF_partial","Incorrect consensus"
"2013",8,0,1,24,"RF_partial","Incorrect consensus"
"2014",9,0,1,24,"RF_partial","Incorrect consensus"
"2015",10,0,1,24,"RF_partial","Incorrect consensus"
"2016",11,0,1,24,"RF_partial","Incorrect consensus"
"2017",12,0,1,24,"RF_partial","Incorrect consensus"
"2018",1,0.7,NA,1,"RGG_partial","Correct consensus"
"2019",2,0.9,0,1,"RGG_partial","Correct consensus"
"2020",3,1,0,1,"RGG_partial","Correct consensus"
"2021",4,1,1,1,"RGG_partial","Correct consensus"
"2022",5,1,1,1,"RGG_partial","Correct consensus"
"2023",6,1,1,1,"RGG_partial","Correct consensus"
"2024",7,1,1,1,"RGG_partial","Correct consensus"
"2025",8,1,1,1,"RGG_partial","Correct consensus"
"2026",9,1,1,1,"RGG_partial","Correct consensus"
"2027",10,1,1,1,"RGG_partial","Correct consensus"
"2028",11,1,1,1,"RGG_partial","Correct consensus"
"2029",12,1,1,1,"RGG_partial","Correct consensus"
"2030",1,0.6,NA,2,"RGG_partial","Correct consensus"
"2031",2,0.7,0,2,"RGG_partial","Correct consensus"
"2032",3,0.9,0,2,"RGG_partial","Correct consensus"
"2033",4,1,0,2,"RGG_partial","Correct consensus"
"2034",5,1,1,2,"RGG_partial","Correct consensus"
"2035",6,1,1,2,"RGG_partial","Correct consensus"
"2036",7,1,1,2,"RGG_partial","Correct consensus"
"2037",8,1,1,2,"RGG_partial","Correct consensus"
"2038",9,1,1,2,"RGG_partial","Correct consensus"
"2039",10,1,1,2,"RGG_partial","Correct consensus"
"2040",11,1,1,2,"RGG_partial","Correct consensus"
"2041",12,1,1,2,"RGG_partial","Correct consensus"
"2042",1,0.75,NA,3,"RGG_partial","Correct consensus"
"2043",2,0.9,0,3,"RGG_partial","Correct consensus"
"2044",3,1,0,3,"RGG_partial","Correct consensus"
"2045",4,1,1,3,"RGG_partial","Correct consensus"
"2046",5,1,1,3,"RGG_partial","Correct consensus"
"2047",6,1,1,3,"RGG_partial","Correct consensus"
"2048",7,1,1,3,"RGG_partial","Correct consensus"
"2049",8,1,1,3,"RGG_partial","Correct consensus"
"2050",9,1,1,3,"RGG_partial","Correct consensus"
"2051",10,1,1,3,"RGG_partial","Correct consensus"
"2052",11,1,1,3,"RGG_partial","Correct consensus"
"2053",12,1,1,3,"RGG_partial","Correct consensus"
"2054",1,0.55,NA,4,"RGG_partial","Breakdown"
"2055",2,0.5,0,4,"RGG_partial","Breakdown"
"2056",3,0.5,1,4,"RGG_partial","Breakdown"
"2057",4,0.4,0,4,"RGG_partial","Breakdown"
"2058",5,0.3,0,4,"RGG_partial","Breakdown"
"2059",6,0.2,0,4,"RGG_partial","Breakdown"
"2060",7,0.2,1,4,"RGG_partial","Breakdown"
"2061",8,0.2,1,4,"RGG_partial","Breakdown"
"2062",9,0.2,1,4,"RGG_partial","Breakdown"
"2063",10,0.2,1,4,"RGG_partial","Breakdown"
"2064",11,0.2,1,4,"RGG_partial","Breakdown"
"2065",12,0.2,1,4,"RGG_partial","Breakdown"
"2066",1,0.7,NA,5,"RGG_partial","Correct consensus"
"2067",2,0.8,0,5,"RGG_partial","Correct consensus"
"2068",3,1,0,5,"RGG_partial","Correct consensus"
"2069",4,1,1,5,"RGG_partial","Correct consensus"
"2070",5,1,1,5,"RGG_partial","Correct consensus"
"2071",6,1,1,5,"RGG_partial","Correct consensus"
"2072",7,1,1,5,"RGG_partial","Correct consensus"
"2073",8,1,1,5,"RGG_partial","Correct consensus"
"2074",9,1,1,5,"RGG_partial","Correct consensus"
"2075",10,1,1,5,"RGG_partial","Correct consensus"
"2076",11,1,1,5,"RGG_partial","Correct consensus"
"2077",12,1,1,5,"RGG_partial","Correct consensus"
"2078",1,0.6,NA,6,"RGG_partial","Correct consensus"
"2079",2,0.9,0,6,"RGG_partial","Correct consensus"
"2080",3,1,0,6,"RGG_partial","Correct consensus"
"2081",4,1,1,6,"RGG_partial","Correct consensus"
"2082",5,1,1,6,"RGG_partial","Correct consensus"
"2083",6,1,1,6,"RGG_partial","Correct consensus"
"2084",7,1,1,6,"RGG_partial","Correct consensus"
"2085",8,1,1,6,"RGG_partial","Correct consensus"
"2086",9,1,1,6,"RGG_partial","Correct consensus"
"2087",10,1,1,6,"RGG_partial","Correct consensus"
"2088",11,1,1,6,"RGG_partial","Correct consensus"
"2089",12,1,1,6,"RGG_partial","Correct consensus"
"2090",1,0.75,NA,7,"RGG_partial","Correct consensus"
"2091",2,0.9,0,7,"RGG_partial","Correct consensus"
"2092",3,1,0,7,"RGG_partial","Correct consensus"
"2093",4,1,1,7,"RGG_partial","Correct consensus"
"2094",5,1,1,7,"RGG_partial","Correct consensus"
"2095",6,1,1,7,"RGG_partial","Correct consensus"
"2096",7,1,1,7,"RGG_partial","Correct consensus"
"2097",8,1,1,7,"RGG_partial","Correct consensus"
"2098",9,1,1,7,"RGG_partial","Correct consensus"
"2099",10,1,1,7,"RGG_partial","Correct consensus"
"2100",11,1,1,7,"RGG_partial","Correct consensus"
"2101",12,1,1,7,"RGG_partial","Correct consensus"
"2102",1,0.65,NA,8,"RGG_partial","Correct consensus"
"2103",2,0.7,0,8,"RGG_partial","Correct consensus"
"2104",3,0.9,0,8,"RGG_partial","Correct consensus"
"2105",4,1,0,8,"RGG_partial","Correct consensus"
"2106",5,1,1,8,"RGG_partial","Correct consensus"
"2107",6,1,1,8,"RGG_partial","Correct consensus"
"2108",7,1,1,8,"RGG_partial","Correct consensus"
"2109",8,1,1,8,"RGG_partial","Correct consensus"
"2110",9,1,1,8,"RGG_partial","Correct consensus"
"2111",10,1,1,8,"RGG_partial","Correct consensus"
"2112",11,1,1,8,"RGG_partial","Correct consensus"
"2113",12,1,1,8,"RGG_partial","Correct consensus"
"2114",1,0.8,NA,9,"RGG_partial","Correct consensus"
"2115",2,1,0,9,"RGG_partial","Correct consensus"
"2116",3,1,1,9,"RGG_partial","Correct consensus"
"2117",4,1,1,9,"RGG_partial","Correct consensus"
"2118",5,1,1,9,"RGG_partial","Correct consensus"
"2119",6,1,1,9,"RGG_partial","Correct consensus"
"2120",7,1,1,9,"RGG_partial","Correct consensus"
"2121",8,1,1,9,"RGG_partial","Correct consensus"
"2122",9,1,1,9,"RGG_partial","Correct consensus"
"2123",10,1,1,9,"RGG_partial","Correct consensus"
"2124",11,1,1,9,"RGG_partial","Correct consensus"
"2125",12,1,1,9,"RGG_partial","Correct consensus"
"2126",1,0.7,NA,10,"RGG_partial","Correct consensus"
"2127",2,0.8,0,10,"RGG_partial","Correct consensus"
"2128",3,0.9,0,10,"RGG_partial","Correct consensus"
"2129",4,1,0,10,"RGG_partial","Correct consensus"
"2130",5,1,1,10,"RGG_partial","Correct consensus"
"2131",6,1,1,10,"RGG_partial","Correct consensus"
"2132",7,1,1,10,"RGG_partial","Correct consensus"
"2133",8,1,1,10,"RGG_partial","Correct consensus"
"2134",9,1,1,10,"RGG_partial","Correct consensus"
"2135",10,1,1,10,"RGG_partial","Correct consensus"
"2136",11,1,1,10,"RGG_partial","Correct consensus"
"2137",12,1,1,10,"RGG_partial","Correct consensus"
"2138",1,0.8,NA,11,"RGG_partial","Correct consensus"
"2139",2,0.9,0,11,"RGG_partial","Correct consensus"
"2140",3,1,0,11,"RGG_partial","Correct consensus"
"2141",4,1,1,11,"RGG_partial","Correct consensus"
"2142",5,1,1,11,"RGG_partial","Correct consensus"
"2143",6,1,1,11,"RGG_partial","Correct consensus"
"2144",7,1,1,11,"RGG_partial","Correct consensus"
"2145",8,1,1,11,"RGG_partial","Correct consensus"
"2146",9,1,1,11,"RGG_partial","Correct consensus"
"2147",10,1,1,11,"RGG_partial","Correct consensus"
"2148",11,1,1,11,"RGG_partial","Correct consensus"
"2149",12,1,1,11,"RGG_partial","Correct consensus"
"2150",1,0.55,NA,12,"RGG_partial","Breakdown"
"2151",2,0.2,0,12,"RGG_partial","Breakdown"
"2152",3,0.2,1,12,"RGG_partial","Breakdown"
"2153",4,0.2,1,12,"RGG_partial","Breakdown"
"2154",5,0.2,1,12,"RGG_partial","Breakdown"
"2155",6,0.2,1,12,"RGG_partial","Breakdown"
"2156",7,0.2,1,12,"RGG_partial","Breakdown"
"2157",8,0.2,1,12,"RGG_partial","Breakdown"
"2158",9,0.2,1,12,"RGG_partial","Breakdown"
"2159",10,0.2,1,12,"RGG_partial","Breakdown"
"2160",11,0.2,1,12,"RGG_partial","Breakdown"
"2161",12,0.2,1,12,"RGG_partial","Breakdown"
"2162",1,0.55,NA,13,"RGG_partial","Correct consensus"
"2163",2,0.8,0,13,"RGG_partial","Correct consensus"
"2164",3,0.9,0,13,"RGG_partial","Correct consensus"
"2165",4,1,0,13,"RGG_partial","Correct consensus"
"2166",5,1,1,13,"RGG_partial","Correct consensus"
"2167",6,1,1,13,"RGG_partial","Correct consensus"
"2168",7,1,1,13,"RGG_partial","Correct consensus"
"2169",8,1,1,13,"RGG_partial","Correct consensus"
"2170",9,1,1,13,"RGG_partial","Correct consensus"
"2171",10,1,1,13,"RGG_partial","Correct consensus"
"2172",11,1,1,13,"RGG_partial","Correct consensus"
"2173",12,1,1,13,"RGG_partial","Correct consensus"
"2174",1,0.75,NA,14,"RGG_partial","Correct consensus"
"2175",2,0.9,0,14,"RGG_partial","Correct consensus"
"2176",3,1,0,14,"RGG_partial","Correct consensus"
"2177",4,1,1,14,"RGG_partial","Correct consensus"
"2178",5,1,1,14,"RGG_partial","Correct consensus"
"2179",6,1,1,14,"RGG_partial","Correct consensus"
"2180",7,1,1,14,"RGG_partial","Correct consensus"
"2181",8,1,1,14,"RGG_partial","Correct consensus"
"2182",9,1,1,14,"RGG_partial","Correct consensus"
"2183",10,1,1,14,"RGG_partial","Correct consensus"
"2184",11,1,1,14,"RGG_partial","Correct consensus"
"2185",12,1,1,14,"RGG_partial","Correct consensus"
"2186",1,0.55,NA,15,"RGG_partial","Breakdown"
"2187",2,0.6,0,15,"RGG_partial","Breakdown"
"2188",3,0.6,0,15,"RGG_partial","Breakdown"
"2189",4,0.7,0,15,"RGG_partial","Breakdown"
"2190",5,0.8,0,15,"RGG_partial","Breakdown"
"2191",6,0.8,1,15,"RGG_partial","Breakdown"
"2192",7,0.8,1,15,"RGG_partial","Breakdown"
"2193",8,0.8,1,15,"RGG_partial","Breakdown"
"2194",9,0.8,1,15,"RGG_partial","Breakdown"
"2195",10,0.8,1,15,"RGG_partial","Breakdown"
"2196",11,0.8,1,15,"RGG_partial","Breakdown"
"2197",12,0.8,1,15,"RGG_partial","Breakdown"
"2198",1,0.6,NA,16,"RGG_partial","Correct consensus"
"2199",2,1,0,16,"RGG_partial","Correct consensus"
"2200",3,1,1,16,"RGG_partial","Correct consensus"
"2201",4,1,1,16,"RGG_partial","Correct consensus"
"2202",5,1,1,16,"RGG_partial","Correct consensus"
"2203",6,1,1,16,"RGG_partial","Correct consensus"
"2204",7,1,1,16,"RGG_partial","Correct consensus"
"2205",8,1,1,16,"RGG_partial","Correct consensus"
"2206",9,1,1,16,"RGG_partial","Correct consensus"
"2207",10,1,1,16,"RGG_partial","Correct consensus"
"2208",11,1,1,16,"RGG_partial","Correct consensus"
"2209",12,1,1,16,"RGG_partial","Correct consensus"
"2210",1,0.55,NA,17,"RGG_partial","Breakdown"
"2211",2,0.5,0,17,"RGG_partial","Breakdown"
"2212",3,0.4,0,17,"RGG_partial","Breakdown"
"2213",4,0.3,0,17,"RGG_partial","Breakdown"
"2214",5,0.2,0,17,"RGG_partial","Breakdown"
"2215",6,0.2,1,17,"RGG_partial","Breakdown"
"2216",7,0.2,1,17,"RGG_partial","Breakdown"
"2217",8,0.2,1,17,"RGG_partial","Breakdown"
"2218",9,0.2,1,17,"RGG_partial","Breakdown"
"2219",10,0.2,1,17,"RGG_partial","Breakdown"
"2220",11,0.2,1,17,"RGG_partial","Breakdown"
"2221",12,0.2,1,17,"RGG_partial","Breakdown"
"2222",1,0.7,NA,18,"RGG_partial","Correct consensus"
"2223",2,1,0,18,"RGG_partial","Correct consensus"
"2224",3,1,1,18,"RGG_partial","Correct consensus"
"2225",4,1,1,18,"RGG_partial","Correct consensus"
"2226",5,1,1,18,"RGG_partial","Correct consensus"
"2227",6,1,1,18,"RGG_partial","Correct consensus"
"2228",7,1,1,18,"RGG_partial","Correct consensus"
"2229",8,1,1,18,"RGG_partial","Correct consensus"
"2230",9,1,1,18,"RGG_partial","Correct consensus"
"2231",10,1,1,18,"RGG_partial","Correct consensus"
"2232",11,1,1,18,"RGG_partial","Correct consensus"
"2233",12,1,1,18,"RGG_partial","Correct consensus"
"2234",1,0.65,NA,19,"RGG_partial","Correct consensus"
"2235",2,1,0,19,"RGG_partial","Correct consensus"
"2236",3,1,1,19,"RGG_partial","Correct consensus"
"2237",4,1,1,19,"RGG_partial","Correct consensus"
"2238",5,1,1,19,"RGG_partial","Correct consensus"
"2239",6,1,1,19,"RGG_partial","Correct consensus"
"2240",7,1,1,19,"RGG_partial","Correct consensus"
"2241",8,1,1,19,"RGG_partial","Correct consensus"
"2242",9,1,1,19,"RGG_partial","Correct consensus"
"2243",10,1,1,19,"RGG_partial","Correct consensus"
"2244",11,1,1,19,"RGG_partial","Correct consensus"
"2245",12,1,1,19,"RGG_partial","Correct consensus"
"2246",1,0.5,NA,20,"RGG_partial","Correct consensus"
"2247",2,0.6,0,20,"RGG_partial","Correct consensus"
"2248",3,0.8,0,20,"RGG_partial","Correct consensus"
"2249",4,1,0,20,"RGG_partial","Correct consensus"
"2250",5,1,1,20,"RGG_partial","Correct consensus"
"2251",6,1,1,20,"RGG_partial","Correct consensus"
"2252",7,1,1,20,"RGG_partial","Correct consensus"
"2253",8,1,1,20,"RGG_partial","Correct consensus"
"2254",9,1,1,20,"RGG_partial","Correct consensus"
"2255",10,1,1,20,"RGG_partial","Correct consensus"
"2256",11,1,1,20,"RGG_partial","Correct consensus"
"2257",12,1,1,20,"RGG_partial","Correct consensus"
"2258",1,0.8,NA,21,"RGG_partial","Correct consensus"
"2259",2,1,0,21,"RGG_partial","Correct consensus"
"2260",3,1,1,21,"RGG_partial","Correct consensus"
"2261",4,1,1,21,"RGG_partial","Correct consensus"
"2262",5,1,1,21,"RGG_partial","Correct consensus"
"2263",6,1,1,21,"RGG_partial","Correct consensus"
"2264",7,1,1,21,"RGG_partial","Correct consensus"
"2265",8,1,1,21,"RGG_partial","Correct consensus"
"2266",9,1,1,21,"RGG_partial","Correct consensus"
"2267",10,1,1,21,"RGG_partial","Correct consensus"
"2268",11,1,1,21,"RGG_partial","Correct consensus"
